nama,review,bintang
Yadi Muhrir,"Good, biaya kuliah yang murah dan banyak tawaran beasiswa nya.""Jadikan nama besar kampus disebabkan oleh mahasiswanya, bukan mahasiswa yang terlihat hebat karena nama besar kampusnya""",5
Zakin,,5
Bambang CB,"Institute Teknologi Telkom Purwokerto, tempat kuliah yang nyaman, gedung-gedung dan sarpras memadai. Buat yang mau menetap, mencari jodoh sembari kuliah bisa lah ITTP jadi Salah satu pertimbangannya.",5
Ananda Rosalina,,5
Isnaini Nuri,Kampus kebanggan,5
luna benquero,,5
Yudidh,Titik map ny tidak sesuai dg posisi gedung ..sngt mengganggu untuk transaksi onlen /transportasi onlen...??? Mohon di tempatkan pada posisi semula/normal ..tks,1
Abraham Ramadhany,,1
May Riski W,"Tempat kuliah bergengsi ber vibe persawahan, fasilitas lengkap, staff ramah, dosen berkualitas, lulusan siap kerja",5
Ilham tiar,,5
Ambar Suroso,"Kalo ngasih jadwal suka dadakan, malesin",1
Andika Rizki P,,1
Berjalan,Sekolah dengan teknologi modern,5
Kholidiyah Masykuroh,,5
Raja Phone,Untuk tempat sangat memfasilitasi mahasiswa dengan baik,4
Maman Surahman,,4
Sri Hananto Hananto,Ijazah Wisudawan Telat Berbulan bulan,1
irfan muhammad ghani,,1
ACHMAD FADILLA,Kampus Digital di Era Milineal sambut masa depan lebih gemilang,5
Listrik LISTRIK PURWOKERTO,,5
Mbah Diman,"Pengen kuliah lagi, setelah melihat ITT ini. Gedung nya bagus.",5
ahmad ali sakti,,5
bypas,Kampus terbaik di Purwokerto,5
Nur Ghaniaviyanto Ramadhan,,5
Lusiana Haryanti,Kampusnya bersih dan rapi. Cuma susah dicari karena masuk ke jalan kecil,4
Galih Pambudi,,4
Abdul Hamim Tohari,"Pasilitas yang bagus dan pendidikan teknologi yang menjamin masa depan anak""bangsa",5
Dicky Sulayman,,5
alfisyah prisianda,"kampusny keren, fasilitas jos, dan bentar lg ada gorny",5
ARIF RAHMAN HILMI,,5
Shanti Almaahir,Adakah asrama buat mahasiswa/i baru disini?,4
Muhammad Zaim Amin,,4
Saldi Dermawan,"Letaknya strategis , mudah diakses , mudah mudahan anak saya betah",5
Riaz Noor Fadly,,5
Juara Satu,Tempatnya ok stafnya ramah ramah kalo mau daftar disini juga dilayani dengan baik,5
yurinanto primandanu,,5
Karsiwan Dono,"Kampus Telkom yang keren dengan biaya terjangkau. Proses daftar mudah, beasiswa juga berlimpah",4
Yusuf S,,4
Auliya Burhanuddin,Tempat kuliah yang keren dan recomended. Dosen2nya juga ramah2.,5
Bernhard K. Glück,,5
RECA rec,Kampusku kampusmu 😂,5
Nia Annisa Ferani T,,5
Ferdian Kusuma,"Tempatnya masih baru,rapi dan bersih..",5
Sandhi Nugroho,,5
Azzam,"good lah , mantap",5
Zapa 98989,,5
imam syaiful,"Pusat kawasan pendidikan terpadu telkom, teknologi telekomunikasi dan system informasi terbesar di purwokerto",5
Ilham Perdana (Ilham Perdana),,5
Aditya P,"Assalamu'alaikum, saya mau tanya, di purwokerto yang jual spare part robotika dimana ya?",5
Eka Wahyudi,,5
Parno Suparno,Tempatnya asik. Saya biasanya mau  ke sekre wapala,5
Kang Lutfi,,5
Dara Basuki,Mantap kuliah disini terjamin masa depannya...Amin,5
wardah hanifa,,5
Gunawan Wibisono,Salah satu rekomendasi terpercaya untuk para mahasiswa dan mahasiswi hanya di Winbet299.,5
Najmilhana Sukroeni,,5
Feni Resti Anti,Tempat belajar yg berkualitas dan keren,5
wahyu pamungkas,,5
Alif Muhammad,"Pohonnya sedikit panas banget, Internet di kampus mohon dibanyakin bandwidthnya",4
Taat Novan Nugroho,,4
mberkah mobil,"Bagus sekali, suasananya nyaman",5
Ade Niki Alfin,,5
Eko Fajar Cahyadi,Bagus sekali,5
Nur Hikmah,,5
Faizal Henry Ronnan Asnafiant,"Saya dari luar daerah mempercayakan anak saya kuliah di disini, sukses itt pwk!",5
Dwi Agus Priyanto,,5
Muhammad Abdi,Akan terus dikembangkan hingga berstatus Universitas.,5
ME Rahayu,,5
Denzbaguse Nugroho,Menyenangkan dan cocok untuk pendidikan....semoga sukses selalu Amin YRA,4
BNR Id,,4
Arnest Hasnasalsanya,Kisah yg menarik berada di kawasan pendidikan telkom ini,5
Alfina Putri,,5
ani andriyani,Kampus teknologi dengan dosen yg menyenangkan,5
Fahrezi Yudha Febriardivo,,5
Endang Rela Meilawati,"kawasan pendidikan SMP, SMK, ITT",4
Muhammad Dzikri,,4
Iman Susatyo,Universitas de gan kondite baik,5
aldi supardi,,5
nunung wae,"Rindu suasana akatel jaman dulu, thn 2007-2012, ruangan favorit perpus🤣",5
Miranda Septalia,,5
Yurika Is Rakhmawati,"Tempatnya bersih, asri, dan nyaman",5
Nurkhabib,,5
Rifky Gifari,bagus lokasinya,5
Nila YatulhiKmah,,5
Kadim Kadim,Suasananya nyaman,5
Ananda Pangestu,,5
Haikal Fadhilah,kampus tercinta,5
Indra Maulana Marbun,,5
theena_ oky,Gacor buat ojek online gaessss,5
Arul Walker,"Bagus, rapi, bersih",5
Naufalyn Putri,"Sangat bagus,lulusan nya sangat berkwalitas",5
Noval Fajar Fitriyanto,Kuliah ya di IT Telkom Purwokerto,5
Rizky Satrya,Sekolah yang aman dan nyaman,5
Evan pajar Firmansyah,jangan ragu untuk kuliah di sini :D,5
Dimas Fanny,Kampus paling enak,5
yudiana suganda,Suasana kampus yg familiar.,4
Akari Azizah가차,Jemput ...plus wisata kuliner,5
Afif Romadhon,Institut yang bagus dari yayasan telkom,5
Asep Tofik,"Kampus, SMA, SMP",3
Dwi Astuti,Tempat mengajar yang nyaman,5
Nur Rizki Adi,,5
nur fauziah susanti,Ruang kelasnya nyaman.,4
Akhmad Fauzi,,4
Pps Reco,Sidang senat terbuka,5
Always,Mantap banget,5
Pram asti,KampusKu wkwk,5
Hersa Dwi Ikhsanti,Cukup baik,4
yusfiwawan sepriyadi,bagus,5
Indra Kurniawan Abdurrahman,Kampus Khusus Teknologi,4
03.Alexandro Damar,,4
Afiq Prasetyo,Buruk.,1
Elang Rangga,,1
Arif Rahman Hilmi,Ittp mantap,5
zaidan syarif,,5
HYPER OF DESAIN,zaman teknologi.... ☆☆☆,5
Eko Prasetyo,Setuju,5
Tegoeh tege,Mantab.....,5
Bintang Safna,,5
Azwar Riza,Strategis,5
Muttaqin 28,Kampusku,5
Anggitya Yhusuf Fikrandi,Kampus top,5
Nur Afifah Zen,"Institut Teknologi Telkom Purwokerto adalah salah satu Universitas Pendidikan & Penelitian yang berlokasi dan dikelola terbaik di Jawa Tengah. Studi, Penelitian dan juga Olahraga seperti Boulder dan banyak lagi dapat dilakukan di kampus.",5
Ingwie Rizky Pradhana,"The Telkom Institute of Technology Purwokerto is one of the b best situated and managed Education & Research Universities in Central Java. Study, Research and also Sports like Boulder and more is possible on the campus.",5
bachrul restu,"Ada tiga macam sekolah, yaitu SMP, SMK yang berkualitas dan Institut Teknologi Telkom. kenyamanan untuk belajar. fasilitas terbaik seperti lapangan olah raga, foodcourt, masjid dan mini market.",5
Sulistiyo Heri,"There are three kinds of scool , junior high school , vocational high school with good quality and telkom institute of technology . comfort to study . best facility such us field to do sport , foodcourt , mosque and mini market.",5
Aba Sulis,Semoga beruntung,5
Faizah Izah,Ittp jaya,5
wiyono sarman,Masa depan lebih baik,5
Lely NM,Future better,5
Luthfi Yahya Wicaksono,PTM dulu,4
arda sianipar,PTM first,4
Eugene Bahar,Kampus yang bagus dengan staf yang ramah,4
Lucky Wicaksono,Great campus with a lovely staff,4
Aorinka Anendya Chazanah,Tempat yang bagus untuk belajar tentang teknologi informasi dan Desain,5
mizani akmal,Great place to study about information technology and Design,5
Kafid Hidayat,“PPLK 2015”,4
Muhammad Ramadhan,"""PPLK 2015""",4
Yanuar Firdaus,Kampus Telematika yang Bagus. ayo bergabung dengan kami,5
Rizki Yandira,Good Telematics Campus. come on join us,5
Januar surya,"#ProsekKerjaPastiSatu-satunya lembaga di Jawa Tengah#ProsekKerjaPasti

Satu-satunya lembaga di Jawa TengahLengkapnya",5
Raf Han,#ProsekKerjaPastiThe only institute in Central Java,5
Fatkhurrohman Purnomo,Tempat yang bagus untuk masa depanmu,5
BANG HARFA,Good place for your future,5
khosirun -,"kampus anakku, bagus...",5
Rumah Syafaat Channel,"my son campus, goood...",5
satya helfi agustianto,Datang saja dan lihat apa yang ditawarkan sekolah ini.,4
Tirta Sanjaya,Just come and see what this school offers.,4
Muhammad Rivan,NAB 👍,5
Hesti Wulan Sari,NTAB👍,5
Muhammad Fauzan Yasykur,tempat yang bagus,5
Muhammad Cahya,great place,5
Sri Utami,Hidupku...kampusku,5
Muhammad Reza Yuriandhan,My life...my campus,5
Erlan Candra Haryanto,sekolahku Favorit,5
ane f,my school Favourite,5
Nurse Call Official,Universitas yang bagus,5
Areza (Arez),Good university,5
GM Entertainment,Sabun ppp,5
Dasril Aldo,Seeppp,5
Muhammad Raul Ramadhan,Sekolah yang bagus,5
Maria Susana,Good school,5
Dimas Teguh Ramadhani,Universitas yang dinamis,5
Akhmad safruddin,Vibrant university,5
Thowaf Fuad Hasan,Bagus,5
Bayu Lukman Yusuf,Good,5
Archild J,Menuju Universitas Telkom,5
Arif Sumaryanto,Toward Telkom University,5
Agung Wicaksono,Luar biasa,5
Agung Prabowo,Awesome,5
Adinda Hashina,Kampus digital🌟,5
Ridho Juan,Digital campus🌟,5
