nama,review,bintang
Bom-Bom Batam,University yg membawa harapan baik bagi industry Logistics,5
Nova Novianti,"tempat nya bagus, luas sarana prasarana lengkap",5
Ign Alit,"Universitas logistik,  tempat kuliah yg nyaman dan asri.",5
xyzarco,duh kampusnya keren banget aseli,5
taa_chila,nggak punya adap !! kegiatan gak pagi siang malam tidak tau hidup di lingkungan padat ! bahkan adzan pun mahasiswa tidak peduli. berisik dan berisik.,5
Euis Roseliana,hahaha kangen,5
R5R_1643_AHMAD,Kampus Keren.. yg saya tahu ini universitas logistik pertama di Indonesia.. lulusannya bisa kerja dimana saja.. dan lulusannya sudah  siap memasuki lapangan kerja..Bravo ULBI,5
yulian panji,Good saya pernah ambil prodi logistik keren ternayata,5
Erwin Sanjaya,Sudah 9 tahun yang lalu.. Terakhir ambil ijazah..,5
Lenny Nanlohy,Kampus yg keren..,5
Zahran Asyatir,Kapada nayla chikal pangesty di tunggu itikad baiknya belum bayar ke mamang grab sebesar 250.000 wa saya nya di blokir barangkali temen2 disini ada yang kenal tolong minta di sampaikan ke orang tersebut,5
Ketut Krisna Wibawa,"kampusnya keren, kurikulum sesuai dengan kebutuhan dunia kerja",5
Amran Km,Kampus yg melahirkan tenaga terampil di bidang logistik 👍👍,5
Junior Milan,Kampus yang menghasilkan lulusan terbaik yang siap bersaing di manapun,5
Vellina Nurlia,Saya ingin banget pendidikan disitu..,5
Nurarif Febriyanti,Belajar logistik ya di ULBI..,5
Wijaya Katwang,ULBI Perguruan Tinggi yang keren  👍👍,5
Cici,Sejuk... Adem... Tapi angker,3
Hamid Wahidin,Kampus yang lengkap,3
Boby Ade Saputra,Keren ini yg pertama di Indonesia,5
Danny Saputra,Keren kampusnya,5
Lindra Rajagukguk,Sukses dan Jaya Selalu,5
Recondution RDT,😍😍😍😍,5
ka har,Kampusnya keren,5
Rosnani Nasrul,Mantap,5
Rachmawati W.,"Hanya ada 11 universitas di dunia yang mencantumkan ""LOGISTICS"" dalam nama universitasnya..dan ""Universitas Logistik dan Bisnis Internasional"" adalah salah satunya.. dan yang pasti satu-satunya di Indonesia... Bergabunglah dengan ULBI 👍",5
istiqomah syariah,"There are only 11 universities in the world with ""LOGISTICS"" included in  the university's name ..and ""Universitas Logistik dan Bisnis Internasional"" is one of them.. and for sure the only one in Indonesia... Join ULBI  👍",5
Listyo Adi P,"Kerenn terus melambai ke seluruh duniaULBI memimpikan masa depan seluas lautanULBI bermimpi mencapai prestasi yang membanggakan 👍😍Kerenn terus melambai ke seluruh dunia
ULBI memimpikan masa depan seluas lautan
ULBI bermimpi mencapai prestasi yang membanggakan 👍😍Lengkapnya",5
tutur ciput,Kerenn kibarkan terus keseluruh duniaULBI idaman masa depan seluas lautanULBI impian maraih prestasi yang membanggakan 👍😍,5
Farrell Pratama,ULBI merupakan Universitas Logistik dan Bisnis Internasional hasil penggabungan Politeknik Pos Indonesia dan Sekolah Tinggi Manajemen Logistik Indonesia yang fokus pada bidang logistik. Sebagai perguruan tinggi utama di Indonesia yang berpusat pada bidang logistik Koordinasi dan Supply Chain.,5
Sheila Zahra (sheilalocot),ULBI is an International Logistics and Business University which is the result of the merger of the Indonesian Postal Polytechnic and the Indonesian College of Logistics Management which focuses on logistics. As the primary college in Indonesia that centers on the logistic field of Coordinations and Supply Chain.,5
Anonymous 777,"Kampusnya adem, tenang, kuliah JD seperti LG saat liburan, to top",5
Amrizal Triyudanto,"Kampuse adem, tenang, JD belajar serasa LG liburan, ke puncak",5
Desty Pristiani (pristy),Dingin luas,5
Irfan Aidil Putra,Sejuk luas,5
Made Yadi,sejauh ini bagus :) bangga menjadi bagian dari mahasiswa poltekpos! tahun ini tahun terakhirku,5
Ayi Sopandi,so far so good :) proud being part of poltekpos student! this year my final year,5
Nurdiansyah Yodi,Kampus ini mungkin perlu direlokasi ke tempat/lokasi yang lebih besar. Lokasi saat ini agak terlalu kecil.,5
Sugiyadi Di,This campus may need to be relocated into a bigger place/location. The current location is a bit too small.,5
Risang Gema Pamilih,Pendidikan Logistik Bisnis terbaik di Indonesia,5
riyana anggun,The best of Business Logistics education in Indonesia,5
Muhammad Sholeh,Saya calon piltekpos maba d4 lb d,5
Agus Purnomo,Saya calon maba d4 lb d piltekpos,5
FRZ 666,Tempat menimba ilmu yang baik,4
nunurara eni,Tempat menuntut ilmu pengetahuan yang baik,4
Bustomi Arifin,Oke,5
Ramos Butarbutar,Ok,5
Markhotun sucy diningsih,ULBI sangat bagus,1
Agus Mulyadi,ULBI pancen oke,1
Yohanes Teguh,Kampus oranyeku yang cantik :),5
Ko Kebangetan,My lovely orange campus :),5
Indra Nawang,Menghabiskan malam di sana,5
pproudlotul jannah,Nginep semalam di sinu,5
Nur Dwi Muhammad Taufiq,Universitas Logistik & Bisnis terbaik,5
faqih rafsyah,The best Logistics & Business University,5
Moch. Rizal Ridhal Malik,Bagus,5
Syahrillah Kurnia,Good,5
Fandhy Putra Channel,Jalan Sariasih menuju poltekpos,5
Asdfgooddess,Jalan sariasih menuju poltekpos,5
Priyo Sri Hadmanto,TERBAIK,5
Laila Nursiami,THE BEST,5
Feby Wulandari,Yang mendukung saya menjadi yang teratas aamiin,5
Omens Roch,Which support me to be the top aamiin,5
Rizkie Oktariansyah,"ululululupuja cangkang ajaibululululu
puja cangkang ajaibLengkapnya",5
Ida Maria,ulululululupuja kerang ajaib,5
Adha Swiss,Universitas Logistik terbaik,5
Boneta Indriana,The best Logistics University,5
Anthony,Keren😎,5
Joko Rusbiyanto,Tidak ada yang lain,5
Agung Buana,Tiada duanya,5
Charlotte Yuthafiga,Dingin,5
jauhar ali,Swejuk,5
lost howos,Kampusku,5
bunda almee,My Campus,5
PETRACOM BANDUNG,Tetangga Kampus Polban,5
Faiz Nazih Fadlurahman Arsito,Neighboor of Polban Campus,5
Mohamad Ramadani Ariadin,Lambatwww responnnnnnnnnnnnn,5
Lily Hariman,Slowwwww responnnnnnnnnnnn,5
serotonin7 lifeis,Oke,5
Zikra Hasan,Ok,5
Mulyana Riyana Mahmud,tempat yang paling berkesan,5
Srihandayani Srihandayani,the most memorable place,5
Kusno Sujarwadi,Atas,5
Naufal Betz,Top,5
Dedeh Sri Mulyanti,Sariwangi,5
Dedi Holiludin,Kampus,5
Rifa'i fajar,Campus,5
Muhammad Farrel Maulana,Milikmu,5
Maria Rosari Stefania Ere pati,Tes,5
Alia Silmi Madani,Bagus,5
Muhamad Aripin,Good,5
Era Zuraida,ULBI ya,5
Chris,ULBI yesss,5
Desta Alya Putri,Kampus Oranye,4
Agus Syahroni,Campus Orange,4
Muhammad Farhan Akbar,Yang terbaik 👍,5
Ahdiyanto,The best 👍,5
Muhammad Arief Purnomo,Yang terbaik deh,5
Rizky Pratama,The best deh,5
min hoerror,Kampus yang nyaman,5
Rachmadina Sahra Annisa,Comfy campus,5
Ahmad Chairil Farhan,Rata-rata,5
Rahma Dhani,Average,5
Yoyoh Kartikasari,Kampus saya,3
Gilbert Paska Ferdianto,My campus,3
SitiiMariiah,Oke,5
naumi putri,Ok,5
Raya Yuliawan,Oke,5
Dimas Mhf,ok,5
Muhammad Adjie,kampus saya,5
darinda aritiya,my campus,5
Benang Kusut,Atas,1
Syaiful Hilman,Top,1
LSA Luthfi,,5
Muhammad Haikal Baihaqi,,5
adhi widiana,,5
Louise Kezia Theresa Hutapea,,5
samuel Clinton sibatuara,,4
Lintang Safiraa,,4
Roky Purnama,,5
Imas Supriatin,,5
Lailatul Hikmah,,5
Muhammad Rifky,,5
Saddam Gibran Albany,,5
Ahmad Awaludin,,5
abdul hadi,,5
Fenty Aprilia Tri Wardani,,5
Mhd Bagus,,5
Dewi Sundari Tambunan,,5
Agil Fahrul Iman,,5
Ahmad Zeinuri,,5
sinyo susilo,,5
Novita Sari,,5
Antonius Eko,,5
Laily Mukherjee,,5
Risa Dewi Elsa,,5
m hellys.n.c,,5
Arfan Aidid,,5
WALIONO RISWI,,5
Rajid Khan,,5
Lallang Andi,,5
Wasli Syam,,5
dian eka Septiani,,5
Herry Suparno,,4
Reinhard Linggi Allo,,4
Endro Tjahjono,,3
Mega Nur Azizah,,3
Gede Jelantik,,5
IRFANDY MANAF,,5
Agus Supriyanto,,5
feylina fela shalamah,,5
Video Konae,,5
Martini Wahyu,,5
Rizki Dimas Pratama,,5
Puspa Yudha,,5
Isra Maulana,,5
IGNATIUS WIDIHANDONO,,5
isti mahameru,,5
Wendy Nugroho,,5
Wayan Pandi arta,,5
Septian Mochamad Ramlansyah,,5
Sayi 88,,1
Abdul Jamil,,1
Yuliana Ana,,5
irman irman,,5
Uzma Zahra,,5
nandang muhlis,,5
Arief Anam,,5
indah winda,,5
Subur Sanjaya,,5
Fince Sara Kurni,,5
Satria Dani Putra,,5
Erwan Mulyana,,5
Siti Nur Halimah,,5
Helen Suciati,,5
Carolina Rama Putri Sugiono,,5
Asmin Daeli,,5
satria aji,,5
aretha chanel,,5
Kurniawan W,,5
hafiz susilo,,5
Bonu TW,,5
ricky ramadhan,,5
rusdi hendra s,,5
Penta Rina,,5
Rachmi 91,,5
Masriani Ani,,5
Nur Syamsi,,5
Danu Indro Suseno,,5
Fidel Sastro,,5
Ratna Putra,,5
Sugijono Sugik,,5
Arief Ilman Yusra,,5
I Wayan Sudarma,,5
I Nengah Supartha P,,5
arifin muchlis,,5
Nur Fatimah Azzahrah,,5
Harry Silaen,,5
Iwan Wardana Nursalam,,5
Alfathani Diva,,5
Reygan Fadhilah,,5
Raini Ra,,5
Zenn Virgiawan,,5
Tiffani Angeline,,5
Irbah NabilaH,,5
,,5
,,4
,,3
,,1
,,2
Naufal Adilla Bestari,,1
Aqila Ashfa Afiza,"Tidak memanusiakan mahasiswa saat ospek contohnya, ada yg sakit malah bukannya di suruh istirahat melainkan malah harus tetap ikut kegiatan, pdhal kampus lain tak seperti itu, apaan coba",1
Nadiya Nur Altavia,,1
Agus Sulaeman,"Harusnya bisa memporsikan berbagai acara..Disini kampus terletak bersampingan dgn masyarakat,, tapi yg punya management gaa berpikir dl klo mengadakan ataupun menyewakan gedung GOR utk acara..Dengan musik yg bergema keras, menggebur, bikin telinga sakit..Harusnya klo ada acara2 dgn musik yg seperti itu jgn di gor,, klo gaa sanggup sewa club minimal ditempatkan di aula atau ruangan terbuka sekalian, GOR tempat yg tertutup bahkan bergema,, sangat sangat mengganggu masyarakat sekitar!!!!!!!!!!!!!!!!!!!!!!!!!!!Harusnya bisa memporsikan berbagai acara..Disini kampus terletak bersampingan dgn masyarakat,, tapi yg punya management gaa berpikir dl klo mengadakan ataupun menyewakan gedung GOR utk acara.. …Lengkapnya",1
laila rahmawatika,,1
Ahmad s,"Aku joined this campus for 3 tahun tapi serahun virtual karna covid19, it's not enough! I feel like mau lanjut lagi karna vibes bareng temen temen yg kocak apalagi ngejar2 dosbing sampe malem hahahah",4
Febriana Ayu Permatasari (Ay_persa),,4
Yuli Oktaviana,"Saya Ortu dari salah satu siswa ULBY yg mendapat beasiswa, sekarang sudah berjalan 2 tahun mengikuti proses kuliah dan tidak pernah ada tagihan biaya kuliah apapun ke saya.Saya yg bekerja sebagai Jasa Penjahit dan jualan pulsa kecil kecilan merasa sangat bersyukur dengan beasiswa yg di berikan ULBY kepada anak saya.Alhamdulillah......terimakasih yaa Allah,Terimakasih juga untuk semua pihak yg terlibat dalam program Beasiswa ini.Semoga kelak anak saya bisa menjadi anak yg berguna bagi banyak orang dan berbakti pada Orang Tua aamiin......Saya Ortu dari salah satu siswa ULBY yg mendapat beasiswa, sekarang sudah berjalan 2 tahun mengikuti proses kuliah dan tidak pernah ada tagihan biaya kuliah apapun ke saya. …Lengkapnya",5
Devan MN,,5
Cecep Hasanudin,Saya dulu kuliah disini..tempatnya enak buat dipake belajar..masih asri pohon2nya pun masih rindang.akses angkot jg gampang.tempat makan jg banyak.,5
Rusdi Kamajaya,,5
roni putro,"Saya tanya lewat WhatsApp terkait pendaftaran di ulbi adminnya lemot banget responnya, niat ga sih jadi admin dan niat juga ga membuka pendaftaran. lewat email juga ga ada tanggapan sudah beberapa hari dan saya sudah sering ngechat dan tetep sama tidak ada balesan. Gimana nih ULBI",1
Cokorda Agung,,1
San Miguel,"Pemandangan yang masih asri. Walaupun jalan masuk ke sini telalu sempit. Tetapi saat masuk gerbang, lokasinya lumayan luas dan nyaman. Enak untuk menikmati suasana sunyi mencari kedamaian",4
Muzaky Abrar,,4
Sheenia Karunia,"Kampus terburuk yang pernah ada. Mencari keuntungan dengan modus ""beasiswa ikatan dinas"". Beasiswa mana yang harus bayar berkali-kali. Registrasi pertama bayar 450k, diterima 750 orang, lalu minta bayar registrasi lagi. Akhirnya butuh uang total 1.480.000 hahahaWajib dicurigai sih ini kampus.Duhhh bikin malu dan trust issue aja. Hati-hati gaes jangan sampe jadi korban!Kampus terburuk yang pernah ada. Mencari keuntungan dengan modus ""beasiswa ikatan dinas"". Beasiswa mana yang harus bayar berkali-kali. Registrasi pertama bayar 450k, diterima 750 orang, lalu minta bayar registrasi lagi. Akhirnya butuh uang …Lengkapnya",1
Cica Wulan,,1
Tampuras Sadek,Menikmati pagi di wisma anggrek politeknik pos indonesia bandung ..Lumayan untuk kegiatan dengan rombongan besar ..Tapi sayang jalan menuju ke lokasi sempit untuk bawa rombongan dalam bus besar,4
Saripah Nur Aulia,,4
Ibrahim Nazaril Al-Qotani,"Kampus Hijau, Bersih dan Nyaman. Tapi mesjidnya kecil 😭",5
Sakti Febrian,,5
Mukhlis Saputra,Kampus nya cukup rindang sejuk lumayan luas lokasi nya,5
M. Afrizal Azhari,,5
surya ramadhan noor,Bangunan sudah modern..habis ini branding menjadi unipos..semoga semakin maju dan bisa mencetak generasi emas untuk logistik maju Indonesia,4
ronald siahaan,,4
Nurhidayati Agustini,"Tempat mencari ilmu, disini saya belajar kemandirian. Tempat banyak cerita cinta haha",5
Zainal Indra Putra,,5
mochamad irfan,"Jgn kuliah disini adik adik , ini kampus sangat buruk , banyak modus untuk mereka mencari uang",1
Krist Papua,,1
Diana Maryana -,"Angkatan 2009, Lingkungan Nyaman, Kantin enak, fasilitas lengkap, lingkungan sekitar makanan enak.",5
nurlaela kumaladewi,,5
Vanda Alpha Savitrie,"Di sinii  suasana kampus nya nyamaan dan kondusif.Falisitas yg disediakan memadai untuk kegiatan pembelajaran.Lingkungan area kampus juga aman, jauh dari hingar hingar. Banyak tempat healing yg bisa dijangkau Dr sinii 😁Merupakan pilihan yg tepat buat kamu yg ingin menjadi ahli di bidang management logistic. Trust me....Di sinii  suasana kampus nya nyamaan dan kondusif.Falisitas yg disediakan memadai untuk kegiatan pembelajaran. …Lengkapnya",5
Sandi Mardiansyah,,5
Aurora,"Universitas yang keren abiss. Tempat belajar yang oke, dengan proses belajar yang sangat menyenangkan sehingga mengantarkan saya pada sebuah kesempatan yang luar biasa untuk bisa mendapatkan beasiswa ikatan dinas oleh PT Pos Indonesia. Dengan jaminan lulus langsung kerja. ULBI keren ❤❤",5
Mercy Husnawaty,,5
Hannan,"Kampusnya enak banget, asri dan adem, sarana olahraga juga lengkap, cari kosan sekitar situ banyak kok, tempat makan dan jajanan juga banyak, jadi gk kuatir kelaparan hehe...",5
Franky chan,,5
Muhammad Ramdhan,"Saya berkunjung kesini ketika mengikuti tes UTBK. Setelah berkeliling, fasilitas kampus ini cukup bagus. Poltekpos dan Stimolog sekarang sedang proses meger ke ULBI(Universitas Logistik Bisnis Internasional) . Para satpam disini pada ramah, ada kegiatan mahasiswa juga yg terlihat menyenangkan.",5
Sidqiyyah Ashilah,,5
indra prasetyo,Temen saya masuk uks lagi osjur😥,1
ridwan chombonk,,1
Puspo Retnaningtyas,"Kampus terbaik bagi pendidikan ilmu logistik dan bisnis internasional,, dan lulusannya bener2 bisa langsung siap kerja karena adik saya sendiri juga alumni ULBI yg dulunya bernama Poltekpos.. 👍👍👍",5
Donald Trump USA,,5
Nisfu Solihin,saya selaku ortu dari mahasiswi sangat berterimaksih kepada kampus ulbi .,5
arief joko sentono,,5
gia risky,"Salah satu Universitas Logistik & Bisnis terakreditasi yg bagus di Indonesia.. dengan standart pembelajaran Internasional.. memiliki fasilitas dan pengajar terbaik di bidang manajemen logistik and supply chain..Bagi yg ingin berkarir Professional atau Executive Muda di bidang Manajemen Logistik & Supply Chain, wajib masuk sini.. Lulusannya siap menghadapi era Industri 4.0... ✔️Salah satu Universitas Logistik & Bisnis terakreditasi yg bagus di Indonesia.. dengan standart pembelajaran Internasional.. memiliki fasilitas dan pengajar terbaik di bidang manajemen logistik and supply chain.. …Lengkapnya",5
Galang Budi Mulyo,,5
Kurniawan,"5 orang ponakan lulusan kampus Poltekpos dan anak sedang kuliah juga saat ini di ULBI, semoga dengan bergabungnya Politeknik Pos Indonesia dan Sekolah Tinggi Manajemen Logistik Indonesia menjadi Universitas Logistik dan Bisnis Internasional dapat menghasilkan lulusan yang siap bekerja dan juga siap untuk membuka lapangan kerja, semangaaaatt5 orang ponakan lulusan kampus Poltekpos dan anak sedang kuliah juga saat ini di ULBI, semoga dengan bergabungnya Politeknik Pos Indonesia dan Sekolah Tinggi Manajemen Logistik Indonesia menjadi Universitas Logistik dan Bisnis Internasional …Lengkapnya",5
Mariana Wijayanti,,5
Furkan Furkan,"Kampusnya kren dan lingkunganya sejuk serta transportasi mudah, menghasilkan lulusan terbaik dibidang Logistik dan Supplay Chain dan siap.kerja sehingga cepat direkrut perusahaan yang bergerak dibidang Logistik dan Supplay Chain Manajemen.",5
johan massie,,5
Toto Suwarsa,"Termasuk perguruan tinggi berbasis logistik pertama di Indonesia, lulusannya keren banyak dibutuhkan. Setelah jadi ULBI lebih byk pilihan fakultas dan jurusan yang kekinian. Yuk segera gabung  jangan ragu- ragu. Bonusnya  kampusnya yg  luas dan nyaman.",5
suworo woro,,5
Kusnadi Fashehy,"Saya alumni angkatan pertama D4 Akuntansi Poltekpos yang skrg berubah menjadi Universitas Logistik dan Bisnis Internasional.Banyak ilmu dan pengalaman yang di dapat selama kuliah disini, terimakasih bapak/ibu dosen,akang teteh dan teman2 selama kuliah di Poltekpos Indonesia.Saya alumni angkatan pertama D4 Akuntansi Poltekpos yang skrg berubah menjadi Universitas Logistik dan Bisnis Internasional. …Lengkapnya",5
Apur,,5
Yudi Yudi,"PT pos Indonesia adalah badan usaha milik negara dan sudah pasti dijamin kapabilitasnya dengan jangkauan layanan yang merata diseluruh wilayah Indonesia, kami yakin PT Pos Indonesia akan selalu berbenah dan mengembangkan dirinya untuk menjadi perusahaan yang terbaik dengan penuh tanggung jawab terhadap konsumennya.",5
Gus Kahar,,5
annisa maharani,"ULBI kampusnya keren, ikut membangun nusantara, menghasilkan tenaga yg siap pakai dengan kopentensi dan mutu yg terjamin ok!!Banyak univ di negeri ini yg baik tetapi yg terbaik dan siap kan masa depan terbaik hanya kampus ULBI. Mantap💪🙏👍👍👍",5
ots 94,,5
roni hermawan zao,"Kampus yang nyaman utk menimba ilmu dan menghasilkan banyak lulusan yang siap bekerja serta mampu bersaing di industri,Selamat dan sukses untuk ULBI (merger politeknik pos dan Stimlog)",5
Aisah Zha,,5
hani dian atikah,Universitas Logistik dan Bisnis Internasional merupakan Universitas pertama di Indonesia yang fokus di Bidang Logistik. Universitas ini hasil merger dua institusi pendidikan di bawah PT. POS Indonesia yaitu Sekolah Tinggi Manajemen Logistik (STIMLOG) Dan Politeknik Pos Indonesia keduanya merupakan institusi pendidikan dibawah PT. Pos Indonesia. STIMLOG yang merupakan sekolah pertama keilmuan logistik dan transporatsi di Indonesia dimana lulusannya bergelar Sarjana Logistik (S.Log) dan alumninya tersebar diseluruh Indonesia dengan penempatan pusat pusat logistik dan transportasi. Hasil survey penguna alumni STIMLOG menunjukan 87.3% pengguna puas dengan kompetensi lulusan STIMLOG dan hasil Tracer Alumni menunjukkan bahwa kompetensi Utama menunjukan sesuai dengan kebutuhan industri logistik dan transportasiUniversitas Logistik dan Bisnis Internasional merupakan Universitas pertama di Indonesia yang fokus di Bidang Logistik. Universitas ini hasil merger dua institusi pendidikan di bawah PT. POS Indonesia yaitu Sekolah Tinggi Manajemen Logistik …Lengkapnya,5
Dinda Syafira Agitha,,5
Riandaka Rizal,"Suasana Kampus yang Asri dan Nyaman, dengan fasilitas yang lengkap dan memadai, serta Program-Program Studi yang  dibutuhkan dunia kerja dan industri, membuat ULBI menjadi pilihan tempat studi Logistik terbaik..👍👍",5
muh subhan,,5
Ummi Srie,"Logistik saat ini positioningnya sangat strategis sekali di market, mengingat akselerasi digital di bidang khususnya e-commerce akan sangat menjanjikan sekali di masa mendatang. ULBI menurut saya salah satu pijakan paling pas, untuk menyongsong dan menimba ilmu Logistik.",5
Dias Woro,,5
agus pinandoyo,"Pokokna mah kampus na sae pisan.Saya sebagai mahasiswa ULBI merasa bangga karena lingkungan kampusnya yang ramah, serta orang-orangnya pada baik dan juga keren.",5
Arjund Hendriex,,5
wagimuntoro wijoseno,Kampus nya asri lulusannya bisa bersaing dengan lulusan dari universitas yg ada di Jawa dan SDH teruji dan terbukti lulusan nya berkiprah dan terjun langsung kerja  di PT POS,5
Adi Widjayanto,,5
Abie Hrd,"Tempat yang refresentatif untuk belajar, sejuk dan bisa fokus.Lulusannya sesuai dengan lapangan kerja yang saat ini banyak di butuhkan khusus nya di bidang Industri Logistik.Satu satunya universitas logistikdi Indonesia dan siap pakai.Tempat yang refresentatif untuk belajar, sejuk dan bisa fokus.Lulusannya sesuai dengan lapangan kerja yang saat ini banyak di butuhkan khusus nya di bidang Industri Logistik. …Lengkapnya",5
Dewi Imaroh Rahmania,,5
Catur Ahaddi Nizar,Dingin eug,5
PRIYO TRI SUSILO,,5
lukman abdul azizul hakim,"Kampus yang berada di kawasan yg cocok utk belajar, ULBI mencetak generasi siap kerja dan menciptakan lapangan kerja, lulus langsung kerja",5
Rian Naila,,5
Kaka Onel,Sekolah di sini enakkkk bgtttttttttt...Nyamannnnn ...Fasilitas lengkappp beuhhh...LUAS ...dosen nya baik baik bgtt....Ga salah pilih kampus aku mahhhh 💓💓💓Jaya selalu kampus ku ULBI🔥💓Sekolah di sini enakkkk bgtttttttttt...Nyamannnnn ...Fasilitas lengkappp beuhhh... …Lengkapnya,5
Agus Purnomo4,,5
Kamel Tamrin,Salah satu kampus terbaik dibidang logistik yg dimiliki indonesia...lulusannya memiliki talenta yg luar biasa siap bersaing menghadapi perkembangan digital yg semakin lama semakin maju..kerennn..,5
Syafrial Fachri Pane,,5
Rian Syahariany,Salah satu Universitas bidang manajemen logistik dan supply chain terbaik yang hadir dan dpt menhasilkan lulusan yang siap kerja sebagai expertist di berbagai perusahaan yang bergerak di industri logistik,5
Helvry Sinaga,,5
"Indra Firmansyah,","Kuliah di sini betah.  Kampusnya asri,  bersih,  trus banyak spot2 yg instagramable bgt gaes!  Dosennya jg ganteng2, baik hati dan smart 👍",5
Rima Sundari,,5
Firman Ighel,"Wah hebat, PT Pos skrg punya universitas. Makin yakin skarang pasti bisa mengalahkan pesaing2 bisnisnya seperti JNE, JNT, Paxel, anteraja, sicepat dkk.",4
ngadirin nandar,,4
Intan Novita D.,"Kampus bagus, sarana dan prasarana lengkap, lulusannya banyak dipinang perusahaan logistik Krn sdh siap menghadapi dinamika dan problematika bisnis logistik",5
johni eka putra,,5
NabiL Kya Wicaksono,"Kampusnya keren, lokasinya nyaman dan cocok utk belajar. Lulusannya sudah banyak berkiprah di industri kurir, logistik, dan bidang lainnya.",5
Hape _Hp,,5
Nanang Purwanto,Salah satu kampus terbaik dan ternyaman. Sangat memadai dan juga asli sekali.You’ll be really comfortable studying here:)Dosennya asik asik banget!,5
Puspa Dewi,,5
Dino Ariyadi,"Pernah menjalani diklat di kampus ini, saat masih bernama Poltekpos .. sekarang sudah berkembang menjadi ULBI.. semakin keren!!",5
sisko meynako,,5
Kamila Zhedin,Kampus yg keren menghasilkan lulusan yg terbaik dan bersaing cepat mendapat pekerjaan..sukses selalu ulbi...,5
Mohammad Sarip,,5
keluarga hudaya,"Kampus yang bagus utk belajar logistik, lulusannya sudah banyak yg bekerja diperusahaan logistik ternama....ayo buruan daftar",5
djacks taher,,5
wahyu kurnia sari,"Kampusnya bagus.... Dosennya juga keren-keren.., lulusannya sudah banyak yg bekerja dibidang manajemen logistik dan supply chain.",5
Nabila Kurnia Asdi,,5
Ramli Karno,"Ponakan saya baru mau masuk kuliah disini, kampusnya keren..ilmu logistik dan bisnis internasional sangat cocok buat anak kuliah jaman now..",5
Dewi Eryanti,,5
Budi Prakoso,"Nyaman, sejuk, dan aman kuliah di ULBI karena karakter mahasiswanya Luar biasa santun, jujur, dan bertanggungjawab.",5
Rizal Aji Prasetyo,,5
iwan gunawan,Universitas terbaik yang pernah kami lihat dgn segala keunggulan dan lulusannya banyak yg bekerja pada instansi pemerintah dan swasta.,5
richwan sianturi,,5
Yulius Indro Cahyono,"Tempat kuliah yang nyaman, karena fasilitas dan kondisi alam yang mendukung. Tak heran kalau mampu mencetak tenaga Profesional dan berkelas....Sukses terus buat ULBI dan Almamaternya...👍👍👍👍",5
Firlan Zaniar,,5
Panggih Rahardjo,"Kampusnya menawarkan beasiswa diskon DPP100% dan potingan SPP Rp2,5jt/semester sampai semester akhir",5
Aulia Chandra Syafitri,,5
Audyfitria,Ayo ULBI buktikan dirimu mampu memberikan yang terbaik untuk bangsa dan negara dengan mencetak lulusan lulusan yang handal dan kompeten dibidangnya....pasti bisa...,5
Hariadi Ismail,,5
Nur Hening,Kampus yg luar biasa... Lulusannya sudah siap bekerja dengan bekal ilmu yg up to date..  Pokoknya top banget dah.. .👍👍👍,5
Kiky,,5
Fatia Maresti,Kampus tempat saya belajar. Lulusannya diberikan bekal pelatihan yg siap digunakan didunia kerja nanti.,5
Queenta Paquita Ajeng Ningtyas,,5
Anisa Supriatna,"Kampus yang bagus alumni jg bagus karena keterikatan dengan alumni dan mahasiswa, serta mahasiswa cepat dapat informasi seputar pekerjaan",5
mujiono mujiono,,5
Afri Rizky,"Kampus yg asri, ditunjang fasilitas pendidikan yang lengkap, lokasi kampus yg strategis, menjadikan Politeknik Pos Indonesia salah satu kampus idaman",5
Adi Subiyanto,,5
Tati Nurhayati,"Alhamdullilah...dulu saya kuliah disini sebagai Politeknik Pos Indonesia, dan sekarang sudah menjadi Universitas...luar biasa...semoga bisa tambah sukses ULBI",5
Tumiran Tomy,,5
nadila n,"Kuliah di sini memberikan pengalaman dan wawasan begitu banyak terutama untuk mempersiapkan bekal di dunia kerja, sukses selalu ULBI",5
Hasan Zainnuri,,5
Nandi Hidayat,"Lokasi kampus strategis, fokus di bidang Transportasi,  parkiran cukup luas, biaya kuliah tergolong murah, ada Dosen Artis 🤩",5
Tri Aulad,,5
Wildan Hamdani,Salah satu perguruan tinggi di Bandung yang fokusnya untuk dunia logistik Indonesia. Kampus ini di bawah naungan dari Yayasan Pendidikan Bhakti Pos Indonesia yang merupakan bagian dari Politeknik Pos Indonesia,4
Ini Sapik,,4
Tjahyo,"Satu2nya kampus yg khusus mengajarkan bisnis Logistik dan bisnis Internasional tentu outputnya akan menghasilkan  pebisnis Logistik dan bisnis Int. yg tangguh dan cerdas, selamat buat ULBI",5
Mukti Sugian,,5
Djoko Saptono,Kampus logistik yg sangat di butuhkan zaman now. Kampusnya keren. Asyik. Wow dan yg terpenting... Ilmu nya.... Very very interesting  bro....,5
Catherine Fauziah Jamela,,5
vivi sofiati,"Lulusan dari kampus ini sudah siap kerja, materinya pun disesuaikan dengan kebutuhan dunia kerja saat ini dan beberapa tahun mendatang...👍👍",5
Anugerah Dwi Septiawan,,5
rudyshn,"Sukses ULBI kawah candradimuka yang telah menghasilkan sdm kualitas Unggul , tempat belajar yang asri dan lengkap nyaman , sukses dan maju terus ULBI",5
Nurlaili Jayanti,,5
