nama,review,bintang
Kain Kafan,"Kampus berbasis ICT yang sangat direkomendasikan. Datang dan bergabunglah untuk merasakan keunggulan teknologi industri maritim, transportasi, dan logistik",5
Ika Syam,"Very recommended ICT based campus. Come and join to experience the excellences of maritime, transportation, and logistics industrial technology",5
UserGhost411,"Kampus baru berbasis ICT di Surabaya. Ini menyediakan berbagai program studi teknik dengan spesialisasi di bidang industri maritim, transportasi, dan logistik.",5
Panji Purnama,"New ICT based campus in Surabaya. It provides various engineering study programs with specialization in maritime, transportation, and logistics industry.",5
Rey Dylanza,gacorrr,5
Aldi Ramadhani,Bagus,5
Luthfi Rahman,nice,5
Evalia Nuryana,Menyatukan Kembali Benang Merah. Majukan bangsaku.,5
Your Mark,Menyatukan kembali Benang Merah. Maju bangsaku.,5
Olfatghani Kartiko,ITTS sangat bagus,5
Nava Meisyah P.A,Mantap betul ITTS,5
Nada Ashabul,Sekolah berbasis ICT yang unggul untuk pendidikan tinggi.,5
Davin Saddam Setyawan,Excellent ICT based school for higher education.,5
Anastasia Wiraa,bagus sekali,5
fuad dimyati,excellent,5
Naufal Hafizh Putra A.,Selamat Telkom University Surabaya,5
Alip Kulip,Congrats Telkom University Surabaya,5
Andro widi,rembesnya bagus,5
Busye,seep apik,5
khutma wati,Sekolah yang bagus,5
Waishabilla R.f,Good school,5
Fachmi Fahrezi,Tidak buruk,4
sulis tiani,Not bad,4
Gilang,ITU JOSSSS!!!,5
Darma Aji Sekar,ITTS JOSSSS!!!,5
Ramsa Wika,hehe,5
Sapruarua Rua,Hehe,5
Jufri Yadi,Tempat yang bagus!!!,5
Nurul Adhiyah,Good place!!!,5
Intan Anggreita,Warbyasah...!!!,5
Hawwin Mardhiana,Ittelkom assiiaapp,5
ꁴꍟꍏ ꃴꍟꁴꀘꍏ ꈤꍏꀎꋪꍏ,,5
