nama,review,bintang
Sinung Abie,"UKT ELIT ANJUNGAN SULIT.1. perubahan password harus hubungin admin dulu, padahal dulu perubahan password bisa dari anjungan dan dilakukan sendiri oleh mahasiswa pemilik anjungan, kalau si admin yang ubah itu namanya BUKAN PASSWORD.2. Masalah biaya cicilan semester yang tidak jelas, tidak ada info dianjungannya berapa perbulan dan dari tanggal berapa ke berapa pembayarannya (TIDAK ADA!) semuanya sistem manual harus diinput dulu berapa angkanya, RIBET! Inikan kelas karyawan, waktunya bisa kuliah bisa kerja! Mana lah inget bayar kuliah kapan ke kapan, dikasih saran malah ngelunjak, bukannya mau nerima saran dan perbaiki sistem jadi lebih baik! Bad bgt pelayanan it pln sekarang ini!UKT ELIT ANJUNGAN SULIT.1. perubahan password harus hubungin admin dulu, padahal dulu perubahan password bisa dari anjungan dan dilakukan sendiri oleh mahasiswa pemilik anjungan, kalau …Lengkapnya",1
Yan Adeline,,1
Yulisya Zuriatni,"ANAK2 KULIAH DISINI RATA2 GK PUNYA ATTITUDE, TIAP MALAM NGUMPUL TERIAK2 SEOLAH2 DIKIRA DIKAMPUNG BAPAKNYA...Otaknya pd konslet kali ya, TIAP TAHUN RATA2 BEGITU...GAK CEWEK, GAK COWOK SAMA AJA...PADA GAK PUNYA ETIKA, PADA SONGONG",1
Indra Waliyuda,,1
Grab Trisuseno,"Lokasi mudah dijangkau,  mahasiswa dari Sabang sampai Merauke",5
tridHiE,,5
Abdul Manan,Kampus kecil yang menjadikan mahasiswa menjadi orang orang hebat nantinya di bidang kelistrikan indonesia,5
oktaria handayani,,5
sapto yuwono,Sekolah Tinggi Teknik PLNS2 Teknik ElektroS1 Tenik ElektroS1 Teknik InformatikaS1 Teknik MesinS1 Teknik SipilDIII Teknik ElektroDIII Teknik MesinSekolah Tinggi Teknik PLNS2 Teknik ElektroS1 Tenik Elektro …Lengkapnya,5
Jejak Affiq,,5
Ryan Pace,Sekolah khusus untuk teknik listrik terutama arus kuat..,5
Akbar,,5
Firas Rasendriya,"Biaya kuliahnya mahal. Belum tentu semua mahasiswa/i masuk dalam kelas kerjasama PLN,PJB,IP. karena akan direkrut di pertengahan semester bukan dari awal kita masuk, jadi terkesan PHP. kedepannya lebih baik fokusin untuk kelas kerjasama saja.",5
Gervan,,5
Abdillahaq lanang,"Pintu masuk dari gerbang depan maupun gerbang belakang jorok dan kumuh.Pintu masuk gerbang depan: saluran got banyak sampah bau nyengat pas depan KlandataPintu masuk gerbang belakang: banyak aktivitas pembakaran sampah, penumpukan sampah berbulan-bulan hingga akhirnya saya harus laporkan ke Dinas Lingkungan Hidup maupun pihak kelurahanPintu masuk dari gerbang depan maupun gerbang belakang jorok dan kumuh.Pintu masuk gerbang depan: saluran got banyak sampah bau nyengat pas depan …Lengkapnya",1
Opay Purnawan,,1
Dine Tiara,"STT PLN sudah berubah status kelembagaan menjadi Institut Teknologi PLN. IT PLN sebagai kampus yang Modern, Unggul, dan Mandiri 👍🏻",5
victor assani,,5
yozika arvio,"Smga dibawah komando  Prof. Dr. Ir. Iwa Garniwa Mulyana K, MT. STT PLN yg telah resmi menjadi IT PLN, menjadi semakin maju..",5
Wanti Wanti,,5
Extra fooding,"Byk aturan sttpln Cengkareng Jakarta barat mahasiswa nya mau masuk aja wajib pakai helm klau kgk bawa di suruh parkir di luar gedung, padahal satpamnya harus tau yang gaji diakan dari mahasiswa. Dan anenya lagi saya mau anter anak aja enggak boleh masuk.",1
sunggul simamora,,1
Fatih Tinu,Tengok kampus sebelum ananda masuk taun ajaran baru... Alhamdulillah diterima via seleksi rapot. Smg smua yg mjd harapan dan cita-cita terwujud kan.. aamiin yaa rabbal alamin,5
Haris Manjawakang,,5
Pandu Lesmana,Salah satu kampus perguruan tinggi di sekitaran jakarta barat yang cukup bagus. Berdekatanbdengan gardu induk PLN. Fasilitasnya cukup lengkap,5
abdur rasyid,,5
cing onif,Kampus gw nih s1 dan s2 nya...jd inget dosen2nya mantep2 sharing ilmu lapangan ya top cer. Dan sekarang udah glowing dong huhu kenapa gak pas gw msh mahasiswa,5
Yunk Kurnia,,5
kuswowo kuswowo,"Kampus yang didukung oleh dosen dosen berpengalaman, proses transfer knowledge langsung dari ahlinya, bukan hanya teori saja.Laboratorium yang cukup lengkap diantaranya lab PLTU mini (satu satunya kampus yang punya lab PLTU ini), lab waste to energi, lab PLTS dan laboratorium lainnya...",5
Muh. Khalif Al Fatah C,,5
Puangthalita Amanda Ak,Pernah Kuliah disini di S1 Mesin😘Sekarang kampusnya tambah keren. Pas kuliah dpt beasiswa dari YPK PLN dan bisa jadi asisten laboratorium. Selain dpt ilmu dapat honor juga buat biaya kuliahnya😇🥳,5
Iswan,,5
raditya arizal p,"Kampus yang lokasinya sangat strategis, dekat dengan stasiun kereta dan bukan lokasi yang macet. fasilitasnya pun sudah sangat lengkap. kebetulan diriku juga alumni ITPLN Jurusan Informatika 😘😎🙌",5
Albert Lastian,,5
Muhammad Nidzar,Salah Satu kampus teknik terbaik,5
Anugrah Syarif,,5
Muhammad Rakha,"terima kasih universitas pln, alhamdulliah teman saya dewan laksana lolos di universitas ini",5
teddy mardona,,5
nurmiati pasra,Kampus elit anjungan sulit terus itu kok songong amat student worker kalian sok keren amat yang angkatan 2020,1
fahri rizal,,1
arifmaulana rezapangestu,kampus nya bagus,5
Oky Mahmuri,,5
Adi Candra,Tempat kuliah yang terkenal khas di bidang energi listrik dengan dosen lulusan luar negeri yang telah terbukti.,5
Andinikma srihandayaniM,,5
Yan Adeline,Salah satu kampus teknik dengan laboratorium paling lengkap dengan dosen dari akademisi dan praktisi berpengalaman dibidangnya. TOP 👍,5
ujang bedhul,,5
Elisa Rosita Dewi,"Keren, recomended lah ..... peringkat ke-7 Perguruan Tinggi Swasta terbaik di Indonesia versi Times Higher Education Impact Rangkings.",5
Muhammad Rafly Syahputra,,5
chandra triatmaja,"Kampus teknik terbaik di bidang energi dan kelistrikan, lulusan nya dijamin mempunyai sertifikasi keahlian.. TOP!",5
Chelynna Navysealta,,5
Tristan Tata,Dikarenakan ada pandemi aktifitas kampus lumpuh total alias kegiatan pembelajaran tidak bisa berjalan.,5
Hanasbey Rosa,,5
Ganis K,👍,5
Eka Yuda.k,,5
Bang Jo,Mantap lebih di tingkatkan krukulum nya dan praktek...,5
Rakhmadi Irfansyah Putra,,5
David Pan (dave),Di sepanjang jalan panasnya minta ampun eh pas di kampus adem banget sejuk banyak angin.,5
Adin Insya,,5
Awal Awal,"Sangat menarik, karena merupakan salah satu perguruan tinggi yang paling multi etnis yg ada dijakarta",5
Puja Trisdayanti,,5
Edy Doger,Kampus gue.. Asli makin keren..Semoga makin jaya 🌹🌹🌹,5
vhiendy savella,,5
Eko Putro,Kampus yang asri nyaman mencetak lulusan khas memiliki kemampuan dibidang energi dan ketenagalistrikan,5
Fajar Riyanto,,5
Fredella Gea,Kampus keren dan ramah lingkungan,5
Mohammad Zhafran Nabil,,5
Dimas T.A,Tempat yg nyaman...kelihatan terawat,4
Janter Sitorus,,4
Choiro zak,"ITPLN👍 Kombinasi Terapan dan Teori yg komplit dan aplikative, Lulusannya  siap pakai di Pasar dan Industri👍👍",5
Dwi Listiawati,,5
Syukri Driver,"Mohon Anjungan mahasiswanya Dibenerin, Ukt elit, anjungan sulitt",1
MOSIP SONI,,1
Muhammad Irfan,"kampusnya bagus cuma kurang luas buat menampung mahasiswa  yg banyak ,,, dan musollah nya juga",4
Zevril Petri Appang,,4
Tony Koerniawan,Luar biasa perubahan yang terjadi pada instusi pendidikan ini. Semoga menjadi lebih baik lagi,5
hassim frusst,,5
yusuf ekoar,"Gedung yang khas sebagai tempat belajar,, salah satu Perguruan Tinggi yang dimiliki perusahaan PT. PLN.",4
Wangsarajasa Investasi Super,,4
Nur Ramadhan,Saya ada submit jurnal di PETIR kira - kira kapan ya di review ?,4
Dedi Doang,,4
Channel YouTube LAMBE MUNCIS,"Sekolah nya bagus, bagus untuk dibakar",5
wi rudy,,5
Supriyatno Ompi,Bagus,5
Agus Supriyono,,5
Nur Syamsudin,Sistem pelayanan pembayaran dan akademik tidak sesuai dengan nama PLN nya karena bener2 sangat mengecewakan.,1
Budi Herlambang,,1
Sangaji ardiyan putra,Bersih dan bagus,5
dedi kurnia,,5
Maria Susanti,"Dosen2 yang berkualitas, Fasilitas Laboratorium Lengkap, Kampus yang makin kondusif....",5
muhammad chamis,,5
Mr. 107,Akses cepat dan terjangkau karna lebih dekat akses jalan tol dan transport umun yg memadai,5
Andrian Tjia,,5
firman ayuda,assalamualaikum selamat siang bapak/ibu apakah disini menerima pkl jurusan listrik,5
asep nurfalah,,5
Moh Udin,"Lulusan dari sini gak ada Kualitasnya, apalagi attitudenya",1
Dolly Arman,,1
Goen 72,👍,5
Jes Jes,,5
PEMBASMI JAWA,"Sederhana, bukan tanpa kekurangan, tapi merasa bangga menggunakan almamater di kampus ini.",5
danur qahari,,5
Ibrahim Zahid,Itu student worker kalian sombong banget sok cantik,1
Anas Ibrahim kiansantang,,1
Nur Fadilah,Sempat kelewatan krn gak ada papan petunjuk lokasi.,4
kausar,,4
Kamran J.Rappo,"kampus yg luar biasa , dari sabang sampai marauke ada disini",5
Zaenurrasid,,5
slamet Supriatin,"proses sertifikasi rumit, tidak responsif, berbelit belit, tidak bertanggung jawab. terutama dari pihak ITCC",1
Ita Novita,,1
imna musa,Sdh tambah bagus kampus dan taman ny..parkiran pun luas,5
Abdul Rosyad,,5
elita yolandara,KOLOT,1
Xoou CH,,1
Pardi Sinaga,Keren,5
meika Meika,,5
resha A.F,Semoga di terima dan lulus saat ujian disiniSTT PLN  terbaik  jaman now 😊😉,5
Aji pangestu,,5
Raisha Bakhtiar,Karena d sinilah smua awal perjuangan ku mengabdi kepada negara ini d mulai,5
I Wyn Hadi S,,5
adi shinjo,Sttpln duri kosambi,5
Erfinia Nerlanda,,5
Èkal Aufar,Sekolah yang membuat Lulusan Sarjana Berkompetensi di dunia kerja seperti Militan,5
bonardo sinaga,,5
Marisa Hardi Ningrum,Kampus teknik memiliki kompetensi ketenaga listrikan,5
Tedi Herwantoko,,5
Wadinil Nazar,Sekolah tinggi teknik PLN yng bernaung di bawah yayasan pendisikan & kesejahteraan PT. PLN,4
Frederick Cheung,,4
Zakaria Zamrudioko,Tempatnya dimana anak teknik berprestasi berada dikemudian hari insya Allah.,5
Nanang Sadikin,,5
Bambang Setyawan,Tempat Kader baru sarjana kelistrikan,4
Achmad Nawawi,,4
Hartono Rudi,Boleh info koskosan sekitaran kampus dong,5
M Hendri,,5
Aco Febrianto,Kampus yg mantab selain itu memang tempat kerja aqu,5
Lili Rasyidi,,5
Vito Dery Alvi Silalahi,Dosen PAnya keceeee cc : pak Rakhmadi 👌🏻👌🏻😍,5
Seza Abelia Putri,,5
Satrio Yudho,Menyenangkan,5
Nur Isra',,5
hokage minato,tempat yg mengajarkan ku tentang listrik di tempat ini lah aku belajar,5
Aa' Barbershop Channel,,5
iwan setiawan,😎😎,5
Muhammad Fathurraman,,5
Daffa Fauzan,Ingat pintu masuk sebelum pombensin sebelah toko Ban,4
Daud 24,,4
Johan Rivaldo Tambun,banyak orang dari berbagai suku dan latar belakang yang berkuliah di sini,5
Sutiono Lee,,5
Rachmat D,Tempat nya strategis mudah dijangkau,4
husin ziad,,4
Ilham Muzakki,Tempat kuliah berbasis teknologi yg cukup mumpuni,5
Redi Setiadi,,5
Acul El Bahri,"Kampusnya mantap, program2 studinya jg menjanjikan peluang kerja kedepan…Recomended lah…👍",5
Adhy Purnama,,5
Dearman Hasiholan Saragih,𝚂𝚞𝚍𝚊𝚑 𝙰𝚔𝚝𝚒𝚟𝚒𝚝𝚊𝚜 𝚗𝚘𝚛𝚖𝚊𝚕 𝚔𝚎𝚖𝚋𝚊𝚕𝚒,5
Thomas Lainsamputty,,5
Gilang NP Abimanyu,🤗🤗🤗,5
Alexander Zulqarnain,,5
Kim Rizqon,"Sekolah Tinggi Teknik - PLN atau STT-PLN adalah perguruan tinggi yang bernaung di bawah Yayasan Pendidikan dan Kesejahteraan PT.PLN (Persero), dan didirikan sebagai upaya memenuhi tuntutan akan tenaga-tenaga ahli yang terdidik, terampil dan profesional di bidang ketenagalistrikan.",5
Putra S.T,,5
Phoey Smilodon,Banyak alumninya ikut test pln lagi,1
Friendy Aji Prastiyo,,1
Wiwit Widya Pangestika,Tempat perkuliahan tentang ketenaglistrikan yang lengkap fasilitasnya.,5
hadi. saputra,,5
jefriadi siregar,Sangat bagus sekali,5
Wahyu tri Handoko,,5
Shaquilla Amanda,Kampusnya calon pimpinan PLN masadepan.,5
Bayu Samodro,,5
Noak Bunai,Karena kakak saya ada di sekolah STT Jakarta Barat,5
Fawg Ugh,,5
Sogir,"Bagus tempatnya, nyaman ,",5
M. Fasrul Fais Ilman,,5
HAEDIR MAULANA,semakin top,5
Lala Chessa,,5
sangadevirafika lumbanbatu,"Kampus yang bagus,lokasinya juga sangat strategis",4
Afri Fernando,,4
Hamka Menka,Tempat mengadakan perpisahan sma disini.,5
Gracia Agustina Sinaga,,5
widyawati73 arios,Alhamdulillah anak saya yang nomer 1 sudah lulus dari sini,5
Linda Fattah,,5
Heldina Togatorop,Tempat kost atau kontrakan yang dekat kampus ada ya,5
muhammad thufail,,5
Hanung Indah DA,Indah rapih bersih,5
Titan Muslimah,,5
Muhammad Salman,Keren kampusnya..adem ada danaunya,5
Ncek Fikri,,5
Eveline Raiwaki,Sekedar singgah ke lantai 8.See you HIMAPRODIT 2010.,5
Ervah Riana,,5
Alfath Auliya,Basecampnya Mapala Cakrawala,5
Iqbal Rasyid,,5
Yeni Rinawati,Harapan anakku memulai menuntut ilmu..sukses sllu,5
Ismy Ismyalya,,5
Arief Rahmadani,Saya alumni thn 2009,5
Zena Naufal,,5
ariff muji,Ya begitulah kampusnya,5
Arul Ramadhan,Semoga bisa lanjut sekolah disini,5
Sh Lll,mohon info kos2an dekat dengan kampus sttpln...,5
Ariana Dwi Suryaningtyas,Rumah kedua,5
Atha,Sangat menyenangkan,5
Deddy,Tempat kuliahnya para  calon pegawai PLN,4
yudha pertiwi,Mudah dicari,5
Raihan Faiz,,5
irfan shoepy zi,Kampus Swasta dibawah naungan YPK PLN,3
Ariman,,3
zidan syahid,Pasti ganteng kalo kuliah dimari,5
kiki rizky,"Saat ini sedang renovasi, dan masih berlangsung proses renovasi",5
Awra Syaida Athari,Pokoknya kaget dah,5
Ananda Pratama S.,kita kasih bintang 5 dair singawinata.com,5
Agung Untoro,❤❤,5
Franklin Delano,Kampus dengan kelas kerja sama pln,5
Samuel W. G.,Cakep,5
Syarif Hidayat,Mari meraih mimpi d sttpln,5
Roar Nation,Karyawan dan dosenya ramah,5
Hasna Satya Dini,Oke rekomended,5
RETNO AITADIANTARI1106108974,Kampus Top,5
agus zaini,Mencari rezeki...,5
Tyo Pratama,,5
Novri Hidayat,Sangat bagus,5
Ade Fachrurozi,,5
ABCD,Banyak anak kuliahan,5
Edi Sugiono,Cukup bagus,3
Dadan Ramdani,,3
Hari Yanto,Lokasi membingungkan,4
Yadi Aryanto,,4
Kailah Panjaitan,Memulai mimpi di sini,5
Nurlaili Amalina,Pengn skolah di sini 🙏,5
Intan Marsa,,5
Zico Simatupang,Mantap,1
Maria Omberep,,1
Prasetyo Adi Nugroho,Kampus kotak,5
LUTHFIAH NOOR,Kampus petir,5
Cornellius,,5
Muhamad Samsudin,Oke,2
Lucky Prabowo,,2
Andiirsal irsal,kampus kebanggaan😂,5
Dio Steven Bato T,awal kesuksesan,5
Saya Waras,Bagus,5
Al Khawarizmi,Bagus,5
FamZz Corp,Mantap,3
Jati Eka,"Tempat pengisian daya yang bagus untuk evTersedia 1 slot CCS2 25kwhTempat pengisian daya yang bagus untuk ev

Tersedia 1 slot CCS2 25kwhLengkapnya",5
Revanrizky Yudhatama,Good charging spot for evAvailable 1 slot ccs2 25kwh,5
Lina HR,"Kampus yang bagus.. banyak laboratorium untuk kerja praktek.. dilengkapi dengan pembangkit minihidro, pembangkit diesel, pembangkit uap..",4
Putu Yasa,"Nice campus.. many laboratory for practical works.. completed with minihydro plant, diesel plant, steam plant..",4
Brian Agung,"Kampus ini memiliki jurusan Ilmu Komputer, Sipil, Elektronika dan Teknik Mesin. Dimiliki oleh Perusahaan Listrik Pemerintah Indonesia, didirikan pada tahun 1999 untuk menyediakan orang-orang terampil di bidang ketenagalistrikan. Kampus ini mudah dijangkau menggunakan kereta api dari Stasiun Rawa Buaya atau Cengkareng jika menggunakan Bus Trans Jakarta. Pelajarnya sebagian besar berasal dari Pulau Jawa, namun saat ini juga berasal dari Wilayah Timur Indonesia. Walaupun bangunannya terlihat tua, namun memiliki Dosen-dosen yang hebat untuk mengajar mahasiswa di bidangnya.Kampus ini memiliki jurusan Ilmu Komputer, Sipil, Elektronika dan Teknik Mesin. Dimiliki oleh Perusahaan Listrik Pemerintah Indonesia, didirikan pada tahun 1999 untuk menyediakan orang-orang terampil di bidang ketenagalistrikan. Kampus ini …Lengkapnya",4
Yang Dena,"This campus has major in Computer Science, Civil, Electronic and Mechanical Engineering. Owned by Electricity Company Government of Indonesia, established in 1999 to provide skilled people in electricity area. This campus easy to reach using train from Rawa Buaya Station or Cengkareng if you use Trans Jakarta Bus. Student mostly from Java, but today also come from East Area In Indonesia. Even through building looks like old, but it has great Lecturers to teach students in its fields.This campus has major in Computer Science, Civil, Electronic and Mechanical Engineering. Owned by Electricity Company Government of Indonesia, established in 1999 to provide skilled people in electricity area. This campus easy to reach …Lengkapnya",4
Rama Dhanu,salah satu kontribusi perusahaan tenaga listrik untuk mempersiapkan generasi muda Indonesia menjadi ahli di bidang ketenagalistrikan.,5
LYDIA S SIMBOLON,one of contributions from electric power company to prepare Indonesia youth as experts in electricity.,5
ahmad saybu rizki,Okekkkkkkk,5
Saiful Asri,Okkkkkkkkkk,5
Alamsyah Alam,Terbaik,5
Sandi pradana,The best,5
Rizky Mubarok,"Kampus yang bagus. Terlihat kecil dari luar, tapi jangan menilainya dari ukurannya. Anda bisa mendapatkan ceramah yang bagus di sini.",5
Hanez sHabika,"A good Campus. Look small from the outside, but don't jugde that from the size. You can get a good lectures in here.",5
Umar Warat,Tempatnya bagus untuk belajar. Kami punya banyak pengalaman dengan teknologi tinggi dari PLN 👍,5
Martogi Johan Siagian,It's great places for study we have a lot of experience with high tecnology from PLN 👍,5
Lukman Nur Dian Syah,"Tempat yang bagus, kampus yang bagus, bersiaplah untuk era energi tingkat berikutnya..",5
rizal oktavian,"Nice place, nice campuss, get ready for the next level of energy era..",5
Bedjoku.,"kampus terbaik, dekat PT Dwiandra Cipta Anugerah Elevator Services",5
Amanda DL,"walaupun terlihat seperti 'Teh Koyak' dari sudut pandang mana pun, tapi kamu akan merasakan tahun-tahun kuliah yang sungguh menakjubkan di sini (seperti makan permen Namo2 dicampur kapur barus sambil minum kopi Goofday beracun dengan sianida *jk.), percayalah! Mereka memiliki dosen-dosen hebat yang akan membuat Anda cukup tangguh menghadapi kehidupan nyata.walaupun terlihat seperti 'Teh Koyak' dari sudut pandang mana pun, tapi kamu akan merasakan tahun-tahun kuliah yang sungguh menakjubkan di sini (seperti makan permen Namo2 dicampur kapur barus sambil minum kopi Goofday beracun dengan …Lengkapnya",5
Rory Ramadhan,"even it looks like 'Teh Koyak' from any angle of view, but you'll experience really amazing years of college here (like eating Namo2 candy mixed with camphor while drinking poisonous Goofday coffe with cianide *jk.), trust me! They have great lecturers who will make you tough enough to face a real life.",5
Riiena Na,"Semoga menjadi tempat yang lebih produktif, kreatif dan inovatif",3
M. Farid Rifai,"Place to be more productive ,creative and innovative, i hope",3
Mukmintea Mukmintea,Lantai 8 adalah tempat paling keren,5
Rizki Setiawan,Lantai 8 tempat paling sejuk,5
Amrilian Fahmi Primanto (Fahmi),Terbaik,5
Teuku Riansyah,The best,5
Fredy Situngkir,kampus yang bagus untuk belajar,5
Purwo Adi,good campus to study,5
Anicethus astrada Haloho,Tempat yang indah di malam hari,4
Achmad Dwi Nusantoro,Wonderful place in the night,4
Cahaya Riyadi,,4
Nurul Fauziah,,4
J.A. Malta,Kampus dan Tempatnya Bagus👍,5
M. Franshero Nugroho,Good College and Place👍,5
